RecordNo,Województwo,Area,Company,Recommendation,Score,Wiek,Wykształcenie,Funkcja,detrac,neutral,promotor,total
2124,lubuskie,NA,Wisnie,1,Detractor,40-49,Wyższe,Właściciel,1,0,0,1
2124,lubuskie,NA,Borowki,8,Neutral,40-49,Wyższe,Właściciel,0,1,0,1
2124,lubuskie,NA,Porzeczki,NA,NA,40-49,Wyższe,Właściciel,NA,NA,NA,1
2124,lubuskie,NA,Maliny,NA,NA,40-49,Wyższe,Właściciel,NA,NA,NA,1
2124,lubuskie,NA,Aronia,2,Detractor,40-49,Wyższe,Właściciel,1,0,0,1
2124,lubuskie,NA,Jagody,5,Detractor,40-49,Wyższe,Właściciel,1,0,0,1
2128,lubuskie,100-250 Ha,Jablka,6,Detractor,50+,Wyższe,Dyrektor / wicedyrektor,1,0,0,1
2128,lubuskie,100-250 Ha,Truskawki,7,Neutral,50+,Wyższe,Dyrektor / wicedyrektor,0,1,0,1
2128,lubuskie,100-250 Ha,Sliwki,9,Promotor,50+,Wyższe,Dyrektor / wicedyrektor,0,0,1,1
2128,lubuskie,100-250 Ha,Gruszki,NA,NA,50+,Wyższe,Dyrektor / wicedyrektor,NA,NA,NA,1
2128,lubuskie,100-250 Ha,Wisnie,9,Promotor,50+,Wyższe,Dyrektor / wicedyrektor,0,0,1,1
2128,lubuskie,100-250 Ha,Borowki,NA,NA,50+,Wyższe,Dyrektor / wicedyrektor,NA,NA,NA,1
2128,lubuskie,100-250 Ha,Porzeczki,6,Detractor,50+,Wyższe,Dyrektor / wicedyrektor,1,0,0,1
2128,lubuskie,100-250 Ha,Maliny,10,Promotor,50+,Wyższe,Dyrektor / wicedyrektor,0,0,1,1
2128,lubuskie,100-250 Ha,Aronia,3,Detractor,50+,Wyższe,Dyrektor / wicedyrektor,1,0,0,1
2128,lubuskie,100-250 Ha,Jagody,9,Promotor,50+,Wyższe,Dyrektor / wicedyrektor,0,0,1,1
2138,lubuskie,Więcej niż 250 Ha,Jablka,NA,NA,<30,Wyższe,???,NA,NA,NA,1
2138,lubuskie,Więcej niż 250 Ha,Truskawki,6,Detractor,<30,Wyższe,???,1,0,0,1
2138,lubuskie,Więcej niż 250 Ha,Sliwki,NA,NA,<30,Wyższe,???,NA,NA,NA,1
2138,lubuskie,Więcej niż 250 Ha,Gruszki,9,Promotor,<30,Wyższe,???,0,0,1,1
2138,lubuskie,Więcej niż 250 Ha,Wisnie,NA,NA,<30,Wyższe,???,NA,NA,NA,1
2138,lubuskie,Więcej niż 250 Ha,Borowki,9,Promotor,<30,Wyższe,???,0,0,1,1
2138,lubuskie,Więcej niż 250 Ha,Porzeczki,2,Detractor,<30,Wyższe,???,1,0,0,1
2138,lubuskie,Więcej niż 250 Ha,Maliny,7,Neutral,<30,Wyższe,???,0,1,0,1
2138,lubuskie,Więcej niż 250 Ha,Aronia,1,Detractor,<30,Wyższe,???,1,0,0,1
2138,lubuskie,Więcej niż 250 Ha,Jagody,3,Detractor,<30,Wyższe,???,1,0,0,1
2150,łódzkie,Więcej niż 250 Ha,Jablka,1,Detractor,50+,Wyższe,???,1,0,0,1
2150,łódzkie,Więcej niż 250 Ha,Truskawki,9,Promotor,50+,Wyższe,???,0,0,1,1
2150,łódzkie,Więcej niż 250 Ha,Sliwki,2,Detractor,50+,Wyższe,???,1,0,0,1
2150,łódzkie,Więcej niż 250 Ha,Gruszki,6,Detractor,50+,Wyższe,???,1,0,0,1
2150,łódzkie,Więcej niż 250 Ha,Wisnie,6,Detractor,50+,Wyższe,???,1,0,0,1
2150,łódzkie,Więcej niż 250 Ha,Borowki,2,Detractor,50+,Wyższe,???,1,0,0,1
2150,łódzkie,Więcej niż 250 Ha,Porzeczki,NA,NA,50+,Wyższe,???,NA,NA,NA,1
2150,łódzkie,Więcej niż 250 Ha,Maliny,2,Detractor,50+,Wyższe,???,1,0,0,1
2150,łódzkie,Więcej niż 250 Ha,Aronia,10,Promotor,50+,Wyższe,???,0,0,1,1
2150,łódzkie,Więcej niż 250 Ha,Jagody,1,Detractor,50+,Wyższe,???,1,0,0,1
2159,łódzkie,5-25 Ha,Jablka,6,Detractor,50+,Wyższe rolnicze,Dyrektor / wicedyrektor,1,0,0,1
2159,łódzkie,5-25 Ha,Truskawki,8,Neutral,50+,Wyższe rolnicze,Dyrektor / wicedyrektor,0,1,0,1
2159,łódzkie,5-25 Ha,Sliwki,10,Promotor,50+,Wyższe rolnicze,Dyrektor / wicedyrektor,0,0,1,1
2159,łódzkie,5-25 Ha,Gruszki,4,Detractor,50+,Wyższe rolnicze,Dyrektor / wicedyrektor,1,0,0,1
2159,łódzkie,5-25 Ha,Wisnie,10,Promotor,50+,Wyższe rolnicze,Dyrektor / wicedyrektor,0,0,1,1
2159,łódzkie,5-25 Ha,Borowki,1,Detractor,50+,Wyższe rolnicze,Dyrektor / wicedyrektor,1,0,0,1
2159,łódzkie,5-25 Ha,Porzeczki,2,Detractor,50+,Wyższe rolnicze,Dyrektor / wicedyrektor,1,0,0,1
2159,łódzkie,5-25 Ha,Maliny,5,Detractor,50+,Wyższe rolnicze,Dyrektor / wicedyrektor,1,0,0,1
2159,łódzkie,5-25 Ha,Aronia,NA,NA,50+,Wyższe rolnicze,Dyrektor / wicedyrektor,NA,NA,NA,1
2159,łódzkie,5-25 Ha,Jagody,7,Neutral,50+,Wyższe rolnicze,Dyrektor / wicedyrektor,0,1,0,1
2163,łódzkie,Więcej niż 250 Ha,Jablka,10,Promotor,50+,Średnie techniczne,Agronom – ekspert,0,0,1,1
2163,łódzkie,Więcej niż 250 Ha,Truskawki,NA,NA,50+,Średnie techniczne,Agronom – ekspert,NA,NA,NA,1
2163,łódzkie,Więcej niż 250 Ha,Sliwki,4,Detractor,50+,Średnie techniczne,Agronom – ekspert,1,0,0,1
2163,łódzkie,Więcej niż 250 Ha,Gruszki,4,Detractor,50+,Średnie techniczne,Agronom – ekspert,1,0,0,1
2163,łódzkie,Więcej niż 250 Ha,Wisnie,10,Promotor,50+,Średnie techniczne,Agronom – ekspert,0,0,1,1
2163,łódzkie,Więcej niż 250 Ha,Borowki,7,Neutral,50+,Średnie techniczne,Agronom – ekspert,0,1,0,1
2163,łódzkie,Więcej niż 250 Ha,Porzeczki,4,Detractor,50+,Średnie techniczne,Agronom – ekspert,1,0,0,1
2163,łódzkie,Więcej niż 250 Ha,Maliny,NA,NA,50+,Średnie techniczne,Agronom – ekspert,NA,NA,NA,1
2163,łódzkie,Więcej niż 250 Ha,Aronia,4,Detractor,50+,Średnie techniczne,Agronom – ekspert,1,0,0,1
2163,łódzkie,Więcej niż 250 Ha,Jagody,4,Detractor,50+,Średnie techniczne,Agronom – ekspert,1,0,0,1
2164,łódzkie,Więcej niż 250 Ha,Jablka,2,Detractor,40-49,Średnie techniczne,Dyrektor / wicedyrektor,1,0,0,1
2164,łódzkie,Więcej niż 250 Ha,Truskawki,6,Detractor,40-49,Średnie techniczne,Dyrektor / wicedyrektor,1,0,0,1
2164,łódzkie,Więcej niż 250 Ha,Sliwki,9,Promotor,40-49,Średnie techniczne,Dyrektor / wicedyrektor,0,0,1,1
2164,łódzkie,Więcej niż 250 Ha,Gruszki,NA,NA,40-49,Średnie techniczne,Dyrektor / wicedyrektor,NA,NA,NA,1
2164,łódzkie,Więcej niż 250 Ha,Wisnie,3,Detractor,40-49,Średnie techniczne,Dyrektor / wicedyrektor,1,0,0,1
2164,łódzkie,Więcej niż 250 Ha,Borowki,3,Detractor,40-49,Średnie techniczne,Dyrektor / wicedyrektor,1,0,0,1
2164,łódzkie,Więcej niż 250 Ha,Porzeczki,1,Detractor,40-49,Średnie techniczne,Dyrektor / wicedyrektor,1,0,0,1
2164,łódzkie,Więcej niż 250 Ha,Maliny,8,Neutral,40-49,Średnie techniczne,Dyrektor / wicedyrektor,0,1,0,1
2164,łódzkie,Więcej niż 250 Ha,Aronia,3,Detractor,40-49,Średnie techniczne,Dyrektor / wicedyrektor,1,0,0,1
2164,łódzkie,Więcej niż 250 Ha,Jagody,3,Detractor,40-49,Średnie techniczne,Dyrektor / wicedyrektor,1,0,0,1
2167,łódzkie,5-25 Ha,Jablka,NA,NA,50+,Średnie ogólne,Dyrektor / wicedyrektor,NA,NA,NA,1
2167,łódzkie,5-25 Ha,Truskawki,2,Detractor,50+,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
2167,łódzkie,5-25 Ha,Sliwki,2,Detractor,50+,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
2167,łódzkie,5-25 Ha,Gruszki,NA,NA,50+,Średnie ogólne,Dyrektor / wicedyrektor,NA,NA,NA,1
2167,łódzkie,5-25 Ha,Wisnie,9,Promotor,50+,Średnie ogólne,Dyrektor / wicedyrektor,0,0,1,1
2167,łódzkie,5-25 Ha,Borowki,NA,NA,50+,Średnie ogólne,Dyrektor / wicedyrektor,NA,NA,NA,1
2167,łódzkie,5-25 Ha,Porzeczki,4,Detractor,50+,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
2167,łódzkie,5-25 Ha,Maliny,6,Detractor,50+,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
2167,łódzkie,5-25 Ha,Aronia,10,Promotor,50+,Średnie ogólne,Dyrektor / wicedyrektor,0,0,1,1
2167,łódzkie,5-25 Ha,Jagody,3,Detractor,50+,Średnie ogólne,Dyrektor / wicedyrektor,1,0,0,1
2180,małopolskie,Więcej niż 250 Ha,Jablka,9,Promotor,50+,Średnie ogólne,Właściciel,0,0,1,1
2180,małopolskie,Więcej niż 250 Ha,Truskawki,8,Neutral,50+,Średnie ogólne,Właściciel,0,1,0,1
2180,małopolskie,Więcej niż 250 Ha,Sliwki,5,Detractor,50+,Średnie ogólne,Właściciel,1,0,0,1
2180,małopolskie,Więcej niż 250 Ha,Gruszki,7,Neutral,50+,Średnie ogólne,Właściciel,0,1,0,1
2180,małopolskie,Więcej niż 250 Ha,Wisnie,1,Detractor,50+,Średnie ogólne,Właściciel,1,0,0,1
2180,małopolskie,Więcej niż 250 Ha,Borowki,5,Detractor,50+,Średnie ogólne,Właściciel,1,0,0,1
2180,małopolskie,Więcej niż 250 Ha,Porzeczki,10,Promotor,50+,Średnie ogólne,Właściciel,0,0,1,1
2180,małopolskie,Więcej niż 250 Ha,Maliny,NA,NA,50+,Średnie ogólne,Właściciel,NA,NA,NA,1
2180,małopolskie,Więcej niż 250 Ha,Aronia,2,Detractor,50+,Średnie ogólne,Właściciel,1,0,0,1
2180,małopolskie,Więcej niż 250 Ha,Jagody,8,Neutral,50+,Średnie ogólne,Właściciel,0,1,0,1
2196,mazowieckie,Więcej niż 250 Ha,Jablka,4,Detractor,30-39,Średnie techniczne,???,1,0,0,1
2196,mazowieckie,Więcej niż 250 Ha,Truskawki,1,Detractor,30-39,Średnie techniczne,???,1,0,0,1
2196,mazowieckie,Więcej niż 250 Ha,Sliwki,4,Detractor,30-39,Średnie techniczne,???,1,0,0,1
2196,mazowieckie,Więcej niż 250 Ha,Gruszki,7,Neutral,30-39,Średnie techniczne,???,0,1,0,1
2196,mazowieckie,Więcej niż 250 Ha,Wisnie,5,Detractor,30-39,Średnie techniczne,???,1,0,0,1
2196,mazowieckie,Więcej niż 250 Ha,Borowki,5,Detractor,30-39,Średnie techniczne,???,1,0,0,1
2196,mazowieckie,Więcej niż 250 Ha,Porzeczki,10,Promotor,30-39,Średnie techniczne,???,0,0,1,1
2196,mazowieckie,Więcej niż 250 Ha,Maliny,2,Detractor,30-39,Średnie techniczne,???,1,0,0,1
2196,mazowieckie,Więcej niż 250 Ha,Aronia,2,Detractor,30-39,Średnie techniczne,???,1,0,0,1
2196,mazowieckie,Więcej niż 250 Ha,Jagody,3,Detractor,30-39,Średnie techniczne,???,1,0,0,1
2198,mazowieckie,5-25 Ha,Jablka,7,Neutral,50+,Wyższe,Właściciel,0,1,0,1
2198,mazowieckie,5-25 Ha,Truskawki,7,Neutral,50+,Wyższe,Właściciel,0,1,0,1
2198,mazowieckie,5-25 Ha,Sliwki,9,Promotor,50+,Wyższe,Właściciel,0,0,1,1
2198,mazowieckie,5-25 Ha,Gruszki,8,Neutral,50+,Wyższe,Właściciel,0,1,0,1
2198,mazowieckie,5-25 Ha,Wisnie,4,Detractor,50+,Wyższe,Właściciel,1,0,0,1
2198,mazowieckie,5-25 Ha,Borowki,4,Detractor,50+,Wyższe,Właściciel,1,0,0,1
2198,mazowieckie,5-25 Ha,Porzeczki,4,Detractor,50+,Wyższe,Właściciel,1,0,0,1
2198,mazowieckie,5-25 Ha,Maliny,1,Detractor,50+,Wyższe,Właściciel,1,0,0,1
2198,mazowieckie,5-25 Ha,Aronia,5,Detractor,50+,Wyższe,Właściciel,1,0,0,1
2198,mazowieckie,5-25 Ha,Jagody,NA,NA,50+,Wyższe,Właściciel,NA,NA,NA,1
2209,mazowieckie,25-50 Ha,Jablka,3,Detractor,50+,Wyższe rolnicze,Agronom – ekspert,1,0,0,1
2209,mazowieckie,25-50 Ha,Truskawki,9,Promotor,50+,Wyższe rolnicze,Agronom – ekspert,0,0,1,1
2209,mazowieckie,25-50 Ha,Sliwki,1,Detractor,50+,Wyższe rolnicze,Agronom – ekspert,1,0,0,1
2209,mazowieckie,25-50 Ha,Gruszki,6,Detractor,50+,Wyższe rolnicze,Agronom – ekspert,1,0,0,1
2209,mazowieckie,25-50 Ha,Wisnie,7,Neutral,50+,Wyższe rolnicze,Agronom – ekspert,0,1,0,1
2209,mazowieckie,25-50 Ha,Borowki,8,Neutral,50+,Wyższe rolnicze,Agronom – ekspert,0,1,0,1
2209,mazowieckie,25-50 Ha,Porzeczki,2,Detractor,50+,Wyższe rolnicze,Agronom – ekspert,1,0,0,1
2209,mazowieckie,25-50 Ha,Maliny,10,Promotor,50+,Wyższe rolnicze,Agronom – ekspert,0,0,1,1
2209,mazowieckie,25-50 Ha,Aronia,4,Detractor,50+,Wyższe rolnicze,Agronom – ekspert,1,0,0,1
2209,mazowieckie,25-50 Ha,Jagody,7,Neutral,50+,Wyższe rolnicze,Agronom – ekspert,0,1,0,1
2210,mazowieckie,25-50 Ha,Jablka,3,Detractor,30-39,Wyższe,???,1,0,0,1
2210,mazowieckie,25-50 Ha,Truskawki,2,Detractor,30-39,Wyższe,???,1,0,0,1
2210,mazowieckie,25-50 Ha,Sliwki,2,Detractor,30-39,Wyższe,???,1,0,0,1
2210,mazowieckie,25-50 Ha,Gruszki,2,Detractor,30-39,Wyższe,???,1,0,0,1
2210,mazowieckie,25-50 Ha,Wisnie,7,Neutral,30-39,Wyższe,???,0,1,0,1
2210,mazowieckie,25-50 Ha,Borowki,1,Detractor,30-39,Wyższe,???,1,0,0,1
2210,mazowieckie,25-50 Ha,Porzeczki,6,Detractor,30-39,Wyższe,???,1,0,0,1
2210,mazowieckie,25-50 Ha,Maliny,10,Promotor,30-39,Wyższe,???,0,0,1,1
2210,mazowieckie,25-50 Ha,Aronia,3,Detractor,30-39,Wyższe,???,1,0,0,1
2210,mazowieckie,25-50 Ha,Jagody,2,Detractor,30-39,Wyższe,???,1,0,0,1
2218,mazowieckie,100-250 Ha,Jablka,4,Detractor,50+,Wyższe,???,1,0,0,1
2218,mazowieckie,100-250 Ha,Truskawki,NA,NA,50+,Wyższe,???,NA,NA,NA,1
2218,mazowieckie,100-250 Ha,Sliwki,7,Neutral,50+,Wyższe,???,0,1,0,1
2218,mazowieckie,100-250 Ha,Gruszki,6,Detractor,50+,Wyższe,???,1,0,0,1
2218,mazowieckie,100-250 Ha,Wisnie,2,Detractor,50+,Wyższe,???,1,0,0,1
2218,mazowieckie,100-250 Ha,Borowki,7,Neutral,50+,Wyższe,???,0,1,0,1
2218,mazowieckie,100-250 Ha,Porzeczki,9,Promotor,50+,Wyższe,???,0,0,1,1
2218,mazowieckie,100-250 Ha,Maliny,1,Detractor,50+,Wyższe,???,1,0,0,1
2218,mazowieckie,100-250 Ha,Aronia,6,Detractor,50+,Wyższe,???,1,0,0,1
2218,mazowieckie,100-250 Ha,Jagody,7,Neutral,50+,Wyższe,???,0,1,0,1
2223,mazowieckie,100-250 Ha,Jablka,NA,NA,40-49,Wyższe rolnicze,Właściciel,NA,NA,NA,1
2223,mazowieckie,100-250 Ha,Truskawki,1,Detractor,40-49,Wyższe rolnicze,Właściciel,1,0,0,1
2223,mazowieckie,100-250 Ha,Sliwki,3,Detractor,40-49,Wyższe rolnicze,Właściciel,1,0,0,1
2223,mazowieckie,100-250 Ha,Gruszki,4,Detractor,40-49,Wyższe rolnicze,Właściciel,1,0,0,1
2223,mazowieckie,100-250 Ha,Wisnie,NA,NA,40-49,Wyższe rolnicze,Właściciel,NA,NA,NA,1
2223,mazowieckie,100-250 Ha,Borowki,9,Promotor,40-49,Wyższe rolnicze,Właściciel,0,0,1,1
2223,mazowieckie,100-250 Ha,Porzeczki,7,Neutral,40-49,Wyższe rolnicze,Właściciel,0,1,0,1
2223,mazowieckie,100-250 Ha,Maliny,4,Detractor,40-49,Wyższe rolnicze,Właściciel,1,0,0,1
2223,mazowieckie,100-250 Ha,Aronia,10,Promotor,40-49,Wyższe rolnicze,Właściciel,0,0,1,1
2223,mazowieckie,100-250 Ha,Jagody,8,Neutral,40-49,Wyższe rolnicze,Właściciel,0,1,0,1
2231,mazowieckie,Więcej niż 250 Ha,Jablka,5,Detractor,40-49,Średnie ogólne,Agronom – ekspert,1,0,0,1
2231,mazowieckie,Więcej niż 250 Ha,Truskawki,10,Promotor,40-49,Średnie ogólne,Agronom – ekspert,0,0,1,1
2231,mazowieckie,Więcej niż 250 Ha,Sliwki,6,Detractor,40-49,Średnie ogólne,Agronom – ekspert,1,0,0,1
2231,mazowieckie,Więcej niż 250 Ha,Gruszki,3,Detractor,40-49,Średnie ogólne,Agronom – ekspert,1,0,0,1
2231,mazowieckie,Więcej niż 250 Ha,Wisnie,6,Detractor,40-49,Średnie ogólne,Agronom – ekspert,1,0,0,1
2231,mazowieckie,Więcej niż 250 Ha,Borowki,NA,NA,40-49,Średnie ogólne,Agronom – ekspert,NA,NA,NA,1
2231,mazowieckie,Więcej niż 250 Ha,Porzeczki,4,Detractor,40-49,Średnie ogólne,Agronom – ekspert,1,0,0,1
2231,mazowieckie,Więcej niż 250 Ha,Maliny,10,Promotor,40-49,Średnie ogólne,Agronom – ekspert,0,0,1,1
2231,mazowieckie,Więcej niż 250 Ha,Aronia,1,Detractor,40-49,Średnie ogólne,Agronom – ekspert,1,0,0,1
2231,mazowieckie,Więcej niż 250 Ha,Jagody,9,Promotor,40-49,Średnie ogólne,Agronom – ekspert,0,0,1,1
2262,mazowieckie,50-100 Ha,Jablka,6,Detractor,50+,Średnie ogólne,???,1,0,0,1
2262,mazowieckie,50-100 Ha,Truskawki,1,Detractor,50+,Średnie ogólne,???,1,0,0,1
2262,mazowieckie,50-100 Ha,Sliwki,3,Detractor,50+,Średnie ogólne,???,1,0,0,1
2262,mazowieckie,50-100 Ha,Gruszki,NA,NA,50+,Średnie ogólne,???,NA,NA,NA,1
2262,mazowieckie,50-100 Ha,Wisnie,NA,NA,50+,Średnie ogólne,???,NA,NA,NA,1
2262,mazowieckie,50-100 Ha,Borowki,5,Detractor,50+,Średnie ogólne,???,1,0,0,1
2262,mazowieckie,50-100 Ha,Porzeczki,8,Neutral,50+,Średnie ogólne,???,0,1,0,1
2262,mazowieckie,50-100 Ha,Maliny,6,Detractor,50+,Średnie ogólne,???,1,0,0,1
2262,mazowieckie,50-100 Ha,Aronia,1,Detractor,50+,Średnie ogólne,???,1,0,0,1
2262,mazowieckie,50-100 Ha,Jagody,NA,NA,50+,Średnie ogólne,???,NA,NA,NA,1
2269,mazowieckie,100-250 Ha,Jablka,4,Detractor,50+,Średnie ogólne,???,1,0,0,1
2269,mazowieckie,100-250 Ha,Truskawki,6,Detractor,50+,Średnie ogólne,???,1,0,0,1
2269,mazowieckie,100-250 Ha,Sliwki,3,Detractor,50+,Średnie ogólne,???,1,0,0,1
2269,mazowieckie,100-250 Ha,Gruszki,4,Detractor,50+,Średnie ogólne,???,1,0,0,1
2269,mazowieckie,100-250 Ha,Wisnie,NA,NA,50+,Średnie ogólne,???,NA,NA,NA,1
2269,mazowieckie,100-250 Ha,Borowki,2,Detractor,50+,Średnie ogólne,???,1,0,0,1
2269,mazowieckie,100-250 Ha,Porzeczki,7,Neutral,50+,Średnie ogólne,???,0,1,0,1
2269,mazowieckie,100-250 Ha,Maliny,6,Detractor,50+,Średnie ogólne,???,1,0,0,1
2269,mazowieckie,100-250 Ha,Aronia,7,Neutral,50+,Średnie ogólne,???,0,1,0,1
2269,mazowieckie,100-250 Ha,Jagody,2,Detractor,50+,Średnie ogólne,???,1,0,0,1
2270,mazowieckie,Więcej niż 250 Ha,Jablka,3,Detractor,<30,Wyższe,Właściciel,1,0,0,1
2270,mazowieckie,Więcej niż 250 Ha,Truskawki,5,Detractor,<30,Wyższe,Właściciel,1,0,0,1
2270,mazowieckie,Więcej niż 250 Ha,Sliwki,6,Detractor,<30,Wyższe,Właściciel,1,0,0,1
2270,mazowieckie,Więcej niż 250 Ha,Gruszki,1,Detractor,<30,Wyższe,Właściciel,1,0,0,1
2270,mazowieckie,Więcej niż 250 Ha,Wisnie,10,Promotor,<30,Wyższe,Właściciel,0,0,1,1
2270,mazowieckie,Więcej niż 250 Ha,Borowki,4,Detractor,<30,Wyższe,Właściciel,1,0,0,1
2270,mazowieckie,Więcej niż 250 Ha,Porzeczki,6,Detractor,<30,Wyższe,Właściciel,1,0,0,1
2270,mazowieckie,Więcej niż 250 Ha,Maliny,NA,NA,<30,Wyższe,Właściciel,NA,NA,NA,1
2270,mazowieckie,Więcej niż 250 Ha,Aronia,5,Detractor,<30,Wyższe,Właściciel,1,0,0,1
2270,mazowieckie,Więcej niż 250 Ha,Jagody,3,Detractor,<30,Wyższe,Właściciel,1,0,0,1
2283,opolskie,5-25 Ha,Jablka,4,Detractor,50+,Wyższe,Dyrektor / wicedyrektor,1,0,0,1
2283,opolskie,5-25 Ha,Truskawki,6,Detractor,50+,Wyższe,Dyrektor / wicedyrektor,1,0,0,1
2283,opolskie,5-25 Ha,Sliwki,1,Detractor,50+,Wyższe,Dyrektor / wicedyrektor,1,0,0,1
2283,opolskie,5-25 Ha,Gruszki,9,Promotor,50+,Wyższe,Dyrektor / wicedyrektor,0,0,1,1
2283,opolskie,5-25 Ha,Wisnie,6,Detractor,50+,Wyższe,Dyrektor / wicedyrektor,1,0,0,1
2283,opolskie,5-25 Ha,Borowki,7,Neutral,50+,Wyższe,Dyrektor / wicedyrektor,0,1,0,1
2283,opolskie,5-25 Ha,Porzeczki,8,Neutral,50+,Wyższe,Dyrektor / wicedyrektor,0,1,0,1
2283,opolskie,5-25 Ha,Maliny,10,Promotor,50+,Wyższe,Dyrektor / wicedyrektor,0,0,1,1
2283,opolskie,5-25 Ha,Aronia,9,Promotor,50+,Wyższe,Dyrektor / wicedyrektor,0,0,1,1
2283,opolskie,5-25 Ha,Jagody,6,Detractor,50+,Wyższe,Dyrektor / wicedyrektor,1,0,0,1
2291,opolskie,NA,Jablka,1,Detractor,50+,Wyższe,Główny agronom,1,0,0,1
2291,opolskie,NA,Truskawki,10,Promotor,50+,Wyższe,Główny agronom,0,0,1,1
2291,opolskie,NA,Sliwki,9,Promotor,50+,Wyższe,Główny agronom,0,0,1,1
2291,opolskie,NA,Gruszki,9,Promotor,50+,Wyższe,Główny agronom,0,0,1,1
2291,opolskie,NA,Wisnie,10,Promotor,50+,Wyższe,Główny agronom,0,0,1,1
2291,opolskie,NA,Borowki,7,Neutral,50+,Wyższe,Główny agronom,0,1,0,1
2291,opolskie,NA,Porzeczki,9,Promotor,50+,Wyższe,Główny agronom,0,0,1,1
2291,opolskie,NA,Maliny,9,Promotor,50+,Wyższe,Główny agronom,0,0,1,1
2291,opolskie,NA,Aronia,9,Promotor,50+,Wyższe,Główny agronom,0,0,1,1
2291,opolskie,NA,Jagody,5,Detractor,50+,Wyższe,Główny agronom,1,0,0,1
2300,opolskie,5-25 Ha,Jablka,8,Neutral,50+,Średnie techniczne,Agronom – ekspert,0,1,0,1
2300,opolskie,5-25 Ha,Truskawki,2,Detractor,50+,Średnie techniczne,Agronom – ekspert,1,0,0,1
2300,opolskie,5-25 Ha,Sliwki,1,Detractor,50+,Średnie techniczne,Agronom – ekspert,1,0,0,1
2300,opolskie,5-25 Ha,Gruszki,9,Promotor,50+,Średnie techniczne,Agronom – ekspert,0,0,1,1
2300,opolskie,5-25 Ha,Wisnie,5,Detractor,50+,Średnie techniczne,Agronom – ekspert,1,0,0,1
2300,opolskie,5-25 Ha,Borowki,8,Neutral,50+,Średnie techniczne,Agronom – ekspert,0,1,0,1
2300,opolskie,5-25 Ha,Porzeczki,8,Neutral,50+,Średnie techniczne,Agronom – ekspert,0,1,0,1
2300,opolskie,5-25 Ha,Maliny,4,Detractor,50+,Średnie techniczne,Agronom – ekspert,1,0,0,1
2300,opolskie,5-25 Ha,Aronia,3,Detractor,50+,Średnie techniczne,Agronom – ekspert,1,0,0,1
2300,opolskie,5-25 Ha,Jagody,10,Promotor,50+,Średnie techniczne,Agronom – ekspert,0,0,1,1
2309,podkarpackie,Więcej niż 250 Ha,Jablka,5,Detractor,50+,Wyższe,Agronom – ekspert,1,0,0,1
2309,podkarpackie,Więcej niż 250 Ha,Truskawki,2,Detractor,50+,Wyższe,Agronom – ekspert,1,0,0,1
2309,podkarpackie,Więcej niż 250 Ha,Sliwki,2,Detractor,50+,Wyższe,Agronom – ekspert,1,0,0,1
2309,podkarpackie,Więcej niż 250 Ha,Gruszki,10,Promotor,50+,Wyższe,Agronom – ekspert,0,0,1,1
2309,podkarpackie,Więcej niż 250 Ha,Wisnie,5,Detractor,50+,Wyższe,Agronom – ekspert,1,0,0,1
2309,podkarpackie,Więcej niż 250 Ha,Borowki,4,Detractor,50+,Wyższe,Agronom – ekspert,1,0,0,1
2309,podkarpackie,Więcej niż 250 Ha,Porzeczki,NA,NA,50+,Wyższe,Agronom – ekspert,NA,NA,NA,1
2309,podkarpackie,Więcej niż 250 Ha,Maliny,3,Detractor,50+,Wyższe,Agronom – ekspert,1,0,0,1
2309,podkarpackie,Więcej niż 250 Ha,Aronia,8,Neutral,50+,Wyższe,Agronom – ekspert,0,1,0,1
2309,podkarpackie,Więcej niż 250 Ha,Jagody,NA,NA,50+,Wyższe,Agronom – ekspert,NA,NA,NA,1
2311,podkarpackie,Więcej niż 250 Ha,Jablka,4,Detractor,30-39,Średnie techniczne,Główny agronom,1,0,0,1
2311,podkarpackie,Więcej niż 250 Ha,Truskawki,NA,NA,30-39,Średnie techniczne,Główny agronom,NA,NA,NA,1
2311,podkarpackie,Więcej niż 250 Ha,Sliwki,8,Neutral,30-39,Średnie techniczne,Główny agronom,0,1,0,1
2311,podkarpackie,Więcej niż 250 Ha,Gruszki,NA,NA,30-39,Średnie techniczne,Główny agronom,NA,NA,NA,1
2311,podkarpackie,Więcej niż 250 Ha,Wisnie,9,Promotor,30-39,Średnie techniczne,Główny agronom,0,0,1,1
2311,podkarpackie,Więcej niż 250 Ha,Borowki,NA,NA,30-39,Średnie techniczne,Główny agronom,NA,NA,NA,1
2311,podkarpackie,Więcej niż 250 Ha,Porzeczki,10,Promotor,30-39,Średnie techniczne,Główny agronom,0,0,1,1
2311,podkarpackie,Więcej niż 250 Ha,Maliny,3,Detractor,30-39,Średnie techniczne,Główny agronom,1,0,0,1
2311,podkarpackie,Więcej niż 250 Ha,Aronia,3,Detractor,30-39,Średnie techniczne,Główny agronom,1,0,0,1
2311,podkarpackie,Więcej niż 250 Ha,Jagody,7,Neutral,30-39,Średnie techniczne,Główny agronom,0,1,0,1
